workerid,trial_type,image,order,item,scope,subexperiment,audio,type,response
1,one_slider,images/7-attacking-aevery-inverse.JPG,aevery,7-attacking,inverse,thereone,audio/7-attacking-aevery-thereone.mp3,test,0.91
1,one_slider,images/063.JPG,aevery,filler2,surface,thereone,audio/01.mp3,filler,0.98
1,one_slider,images/6-biting-aevery-inverse.JPG,aevery,6-biting,inverse,there,audio/6-biting-aevery-there.mp3,test,0.2
2,one_slider,images/056.JPG,aevery,filler5,surface,thereone,audio/03.mp3,filler,0.8
2,one_slider,images/016.JPG,aevery,filler9,surface,one,audio/05.mp3,filler,0.17
2,one_slider,images/3-fishpole-aevery-inverse.JPG,aevery,3-fish pole,inverse,thereone,audio/3-fish pole-aevery-thereone.mp3,test,0
2,one_slider,images/8-petting-aevery-inverse.JPG,aevery,8-petting,inverse,plain,audio/8-petting-aevery-plain.mp3,test,0.99
2,one_slider,images/063.JPG,aevery,filler2,inverse,there,audio/01.mp3,filler,0.98
2,one_slider,images/054.JPG,aevery,filler12,surface,there,audio/07.mp3,filler,0.85
2,one_slider,images/053.JPG,aevery,filler1,inverse,one,audio/00.mp3,filler,0.99
2,one_slider,images/063.JPG,aevery,filler3,inverse,there,audio/35.mp3,filler,0.96
2,one_slider,images/005.JPG,everya,filler11,inverse,one,audio/38.mp3,filler,0.02
2,one_slider,images/005.JPG,everya,filler10,inverse,plain,audio/06.mp3,filler,0.01
2,one_slider,images/4-feeding-aevery-inverse.JPG,aevery,4-feeding,inverse,there,audio/4-feeding-aevery-there.mp3,test,0.97
2,one_slider,images/009.JPG,aevery,filler7,inverse,one,audio/04.mp3,filler,0.02
2,one_slider,images/075.JPG,aevery,filler4,inverse,there,audio/02.mp3,filler,0.96
2,one_slider,images/009.JPG,everya,filler8,surface,plain,audio/37.mp3,filler,0.01
2,one_slider,images/054.JPG,aevery,filler13,surface,there,audio/39.mp3,filler,0.85
2,one_slider,images/6-biting-aevery-surface.JPG,aevery,6-biting,surface,thereone,audio/6-biting-aevery-thereone.mp3,test,0.98
2,one_slider,images/056.JPG,aevery,filler6,inverse,thereone,audio/36.mp3,filler,0.96
2,one_slider,images/2-fishing-aevery-inverse.JPG,aevery,2-fishing,inverse,there,audio/2-fishing-aevery-there.mp3,test,0.96
2,one_slider,images/1-leaning-everya-inverse.JPG,everya,1-leaning,inverse,plain,audio/1-leaning-everya-plain.mp3,test,0.97
2,one_slider,images/7-attacking-aevery-inverse.JPG,aevery,7-attacking,inverse,one,audio/7-attacking-aevery-one.mp3,test,0.53
2,one_slider,images/5-bottle-aevery-inverse.JPG,aevery,5-bottle,inverse,plain,audio/5-bottle-aevery-plain.mp3,test,0.94
3,one_slider,images/063.JPG,everya,filler2,inverse,one,audio/01.mp3,filler,0.89
3,one_slider,images/075.JPG,everya,filler4,surface,one,audio/02.mp3,filler,0.93
3,one_slider,images/005.JPG,everya,filler10,inverse,plain,audio/06.mp3,filler,0.04
3,one_slider,images/1-leaning-aevery-inverse.JPG,aevery,1-leaning,inverse,plain,audio/1-leaning-aevery-plain.mp3,test,0.1
3,one_slider,images/054.JPG,aevery,filler12,inverse,one,audio/07.mp3,filler,0.09
3,one_slider,images/5-bottle-aevery-inverse.JPG,aevery,5-bottle,inverse,plain,audio/5-bottle-aevery-plain.mp3,test,0.87
3,one_slider,images/7-attacking-aevery-inverse.JPG,aevery,7-attacking,inverse,there,audio/7-attacking-aevery-there.mp3,test,0.88
3,one_slider,images/054.JPG,everya,filler13,inverse,plain,audio/39.mp3,filler,0.1
3,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,surface,one,audio/4-feeding-aevery-one.mp3,test,0.2
3,one_slider,images/063.JPG,aevery,filler3,surface,thereone,audio/35.mp3,filler,0.78
3,one_slider,images/056.JPG,everya,filler5,inverse,plain,audio/03.mp3,filler,0.11
3,one_slider,images/053.JPG,aevery,filler1,surface,one,audio/00.mp3,filler,0.93
3,one_slider,images/6-biting-everya-inverse.JPG,everya,6-biting,inverse,plain,audio/6-biting-everya-plain.mp3,test,0.56
3,one_slider,images/005.JPG,aevery,filler11,surface,thereone,audio/38.mp3,filler,0.03
3,one_slider,images/8-petting-aevery-inverse.JPG,everya,8-petting,surface,plain,audio/8-petting-everya-plain.mp3,test,0.88
3,one_slider,images/009.JPG,aevery,filler8,surface,one,audio/37.mp3,filler,0.04
3,one_slider,images/016.JPG,everya,filler9,surface,one,audio/05.mp3,filler,0.07
3,one_slider,images/2-fishing-aevery-inverse.JPG,everya,2-fishing,surface,plain,audio/2-fishing-everya-plain.mp3,test,0.92
3,one_slider,images/009.JPG,everya,filler7,inverse,one,audio/04.mp3,filler,0.09
3,one_slider,images/056.JPG,aevery,filler6,inverse,there,audio/36.mp3,filler,0.17
3,one_slider,images/3-fishpole-aevery-inverse.JPG,aevery,3-fish pole,inverse,plain,audio/3-fish pole-aevery-plain.mp3,test,0.92
4,one_slider,images/063.JPG,everya,filler3,inverse,one,audio/35.mp3,filler,0.66
4,one_slider,images/054.JPG,aevery,filler12,inverse,one,audio/07.mp3,filler,0.01
4,one_slider,images/053.JPG,aevery,filler1,surface,thereone,audio/00.mp3,filler,0.99
4,one_slider,images/005.JPG,aevery,filler11,inverse,plain,audio/38.mp3,filler,0.82
4,one_slider,images/4-feeding-everya-inverse.JPG,everya,4-feeding,inverse,one,audio/4-feeding-everya-one.mp3,test,0.9
4,one_slider,images/6-biting-everya-inverse.JPG,everya,6-biting,inverse,one,audio/6-biting-everya-one.mp3,test,0.68
4,one_slider,images/7-attacking-aevery-surface.JPG,aevery,7-attacking,surface,thereone,audio/7-attacking-aevery-thereone.mp3,test,0.86
4,one_slider,images/063.JPG,aevery,filler2,surface,thereone,audio/01.mp3,filler,0.86
4,one_slider,images/056.JPG,aevery,filler6,surface,plain,audio/36.mp3,filler,0.82
4,one_slider,images/009.JPG,aevery,filler7,inverse,there,audio/04.mp3,filler,0.16
4,one_slider,images/056.JPG,everya,filler5,inverse,one,audio/03.mp3,filler,0.13
4,one_slider,images/016.JPG,everya,filler9,inverse,plain,audio/05.mp3,filler,0.16
4,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,inverse,one,audio/2-fishing-everya-one.mp3,test,0.83
4,one_slider,images/054.JPG,aevery,filler13,inverse,thereone,audio/39.mp3,filler,0.11
4,one_slider,images/075.JPG,aevery,filler4,inverse,one,audio/02.mp3,filler,0.85
4,one_slider,images/5-bottle-everya-inverse.JPG,everya,5-bottle,inverse,plain,audio/5-bottle-everya-plain.mp3,test,0.76
4,one_slider,images/8-petting-aevery-inverse.JPG,aevery,8-petting,inverse,one,audio/8-petting-aevery-one.mp3,test,0.6
4,one_slider,images/1-leaning-aevery-surface.JPG,aevery,1-leaning,surface,there,audio/1-leaning-aevery-there.mp3,test,0.38
4,one_slider,images/009.JPG,aevery,filler8,surface,thereone,audio/37.mp3,filler,0.01
4,one_slider,images/3-fishpole-aevery-inverse.JPG,aevery,3-fish pole,inverse,there,audio/3-fish pole-aevery-there.mp3,test,0.84
4,one_slider,images/005.JPG,everya,filler10,inverse,one,audio/06.mp3,filler,0.16
5,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,surface,thereone,audio/3-fish pole-aevery-thereone.mp3,test,1
5,one_slider,images/4-feeding-aevery-inverse.JPG,aevery,4-feeding,inverse,thereone,audio/4-feeding-aevery-thereone.mp3,test,0.01
5,one_slider,images/054.JPG,everya,filler12,inverse,one,audio/07.mp3,filler,0.35
5,one_slider,images/054.JPG,aevery,filler13,surface,thereone,audio/39.mp3,filler,0.25
5,one_slider,images/6-biting-aevery-inverse.JPG,everya,6-biting,surface,one,audio/6-biting-everya-one.mp3,test,0.73
5,one_slider,images/016.JPG,aevery,filler9,inverse,one,audio/05.mp3,filler,0
5,one_slider,images/075.JPG,everya,filler4,surface,plain,audio/02.mp3,filler,0.98
5,one_slider,images/005.JPG,aevery,filler10,inverse,thereone,audio/06.mp3,filler,0
5,one_slider,images/053.JPG,aevery,filler1,inverse,plain,audio/00.mp3,filler,1
5,one_slider,images/009.JPG,aevery,filler8,inverse,plain,audio/37.mp3,filler,0
5,one_slider,images/009.JPG,aevery,filler7,surface,there,audio/04.mp3,filler,0
5,one_slider,images/2-fishing-aevery-inverse.JPG,everya,2-fishing,surface,plain,audio/2-fishing-everya-plain.mp3,test,1
5,one_slider,images/063.JPG,aevery,filler3,inverse,there,audio/35.mp3,filler,1
5,one_slider,images/063.JPG,aevery,filler2,inverse,there,audio/01.mp3,filler,0.96
5,one_slider,images/005.JPG,aevery,filler11,inverse,there,audio/38.mp3,filler,0.08
5,one_slider,images/7-attacking-everya-inverse.JPG,everya,7-attacking,inverse,one,audio/7-attacking-everya-one.mp3,test,1
5,one_slider,images/1-leaning-everya-inverse.JPG,everya,1-leaning,inverse,one,audio/1-leaning-everya-one.mp3,test,1
5,one_slider,images/056.JPG,aevery,filler5,surface,one,audio/03.mp3,filler,0.06
5,one_slider,images/8-petting-aevery-surface.JPG,aevery,8-petting,surface,plain,audio/8-petting-aevery-plain.mp3,test,0.47
5,one_slider,images/5-bottle-aevery-inverse.JPG,everya,5-bottle,surface,plain,audio/5-bottle-everya-plain.mp3,test,1
5,one_slider,images/056.JPG,aevery,filler6,surface,there,audio/36.mp3,filler,0.1
6,one_slider,images/005.JPG,aevery,filler11,inverse,plain,audio/38.mp3,filler,0.86
6,one_slider,images/009.JPG,aevery,filler7,surface,one,audio/04.mp3,filler,0.81
6,one_slider,images/063.JPG,everya,filler2,surface,one,audio/01.mp3,filler,0.95
6,one_slider,images/016.JPG,aevery,filler9,inverse,thereone,audio/05.mp3,filler,0.96
6,one_slider,images/3-fishpole-aevery-surface.JPG,aevery,3-fish pole,surface,plain,audio/3-fish pole-aevery-plain.mp3,test,0.97
6,one_slider,images/6-biting-aevery-surface.JPG,aevery,6-biting,surface,there,audio/6-biting-aevery-there.mp3,test,0.99
6,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,surface,there,audio/4-feeding-aevery-there.mp3,test,0.98
6,one_slider,images/005.JPG,aevery,filler10,surface,one,audio/06.mp3,filler,0.73
6,one_slider,images/5-bottle-aevery-inverse.JPG,everya,5-bottle,surface,plain,audio/5-bottle-everya-plain.mp3,test,0.86
6,one_slider,images/8-petting-aevery-surface.JPG,aevery,8-petting,surface,plain,audio/8-petting-aevery-plain.mp3,test,0.83
6,one_slider,images/075.JPG,aevery,filler4,surface,one,audio/02.mp3,filler,0.84
6,one_slider,images/7-attacking-aevery-inverse.JPG,aevery,7-attacking,inverse,thereone,audio/7-attacking-aevery-thereone.mp3,test,0.79
6,one_slider,images/063.JPG,everya,filler3,inverse,one,audio/35.mp3,filler,0.84
6,one_slider,images/054.JPG,aevery,filler13,inverse,plain,audio/39.mp3,filler,0.82
6,one_slider,images/009.JPG,aevery,filler8,surface,one,audio/37.mp3,filler,0.67
6,one_slider,images/053.JPG,everya,filler1,surface,one,audio/00.mp3,filler,0.85
6,one_slider,images/054.JPG,aevery,filler12,surface,plain,audio/07.mp3,filler,0.88
6,one_slider,images/056.JPG,everya,filler6,surface,plain,audio/36.mp3,filler,0.78
6,one_slider,images/056.JPG,aevery,filler5,inverse,one,audio/03.mp3,filler,0.68
6,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,inverse,plain,audio/2-fishing-everya-plain.mp3,test,0.65
6,one_slider,images/1-leaning-aevery-inverse.JPG,aevery,1-leaning,inverse,one,audio/1-leaning-aevery-one.mp3,test,0.72
7,one_slider,images/063.JPG,aevery,filler3,inverse,there,audio/35.mp3,filler,1
7,one_slider,images/063.JPG,aevery,filler2,surface,thereone,audio/01.mp3,filler,0.99
7,one_slider,images/7-attacking-everya-inverse.JPG,everya,7-attacking,inverse,plain,audio/7-attacking-everya-plain.mp3,test,0.98
7,one_slider,images/6-biting-everya-inverse.JPG,everya,6-biting,inverse,plain,audio/6-biting-everya-plain.mp3,test,1
7,one_slider,images/005.JPG,aevery,filler10,inverse,plain,audio/06.mp3,filler,0.03
7,one_slider,images/1-leaning-aevery-surface.JPG,aevery,1-leaning,surface,thereone,audio/1-leaning-aevery-thereone.mp3,test,0.99
7,one_slider,images/054.JPG,aevery,filler12,inverse,one,audio/07.mp3,filler,0.03
7,one_slider,images/075.JPG,aevery,filler4,inverse,thereone,audio/02.mp3,filler,0.98
7,one_slider,images/009.JPG,everya,filler7,surface,one,audio/04.mp3,filler,0
7,one_slider,images/3-fishpole-aevery-inverse.JPG,aevery,3-fish pole,inverse,one,audio/3-fish pole-aevery-one.mp3,test,0.02
7,one_slider,images/056.JPG,aevery,filler6,surface,there,audio/36.mp3,filler,0.03
7,one_slider,images/009.JPG,aevery,filler8,surface,thereone,audio/37.mp3,filler,0
7,one_slider,images/005.JPG,aevery,filler11,surface,plain,audio/38.mp3,filler,0.01
7,one_slider,images/8-petting-aevery-surface.JPG,aevery,8-petting,surface,there,audio/8-petting-aevery-there.mp3,test,0.02
7,one_slider,images/054.JPG,aevery,filler13,surface,one,audio/39.mp3,filler,0
7,one_slider,images/2-fishing-everya-inverse.JPG,everya,2-fishing,inverse,one,audio/2-fishing-everya-one.mp3,test,0.98
7,one_slider,images/016.JPG,everya,filler9,inverse,plain,audio/05.mp3,filler,0.66
7,one_slider,images/056.JPG,aevery,filler5,surface,there,audio/03.mp3,filler,0.03
7,one_slider,images/053.JPG,aevery,filler1,inverse,thereone,audio/00.mp3,filler,0.98
7,one_slider,images/5-bottle-aevery-surface.JPG,aevery,5-bottle,surface,there,audio/5-bottle-aevery-there.mp3,test,0.98
7,one_slider,images/4-feeding-aevery-surface.JPG,aevery,4-feeding,surface,there,audio/4-feeding-aevery-there.mp3,test,0.98
8,one_slider,images/005.JPG,aevery,filler10,surface,one,audio/06.mp3,filler,0.05
8,one_slider,images/056.JPG,aevery,filler6,surface,plain,audio/36.mp3,filler,0.46
8,one_slider,images/009.JPG,everya,filler8,inverse,one,audio/37.mp3,filler,0
8,one_slider,images/056.JPG,aevery,filler5,inverse,there,audio/03.mp3,filler,0
8,one_slider,images/3-fishpole-everya-inverse.JPG,everya,3-fish pole,inverse,one,audio/3-fish pole-everya-one.mp3,test,0.61
8,one_slider,images/053.JPG,everya,filler1,surface,plain,audio/00.mp3,filler,1
8,one_slider,images/2-fishing-aevery-inverse.JPG,aevery,2-fishing,inverse,plain,audio/2-fishing-aevery-plain.mp3,test,0.03
8,one_slider,images/063.JPG,everya,filler3,surface,one,audio/35.mp3,filler,0.86
8,one_slider,images/063.JPG,aevery,filler2,inverse,plain,audio/01.mp3,filler,0.65
8,one_slider,images/054.JPG,aevery,filler13,surface,thereone,audio/39.mp3,filler,0.37
8,one_slider,images/009.JPG,aevery,filler7,inverse,one,audio/04.mp3,filler,0
8,one_slider,images/075.JPG,aevery,filler4,inverse,there,audio/02.mp3,filler,1
8,one_slider,images/5-bottle-aevery-surface.JPG,aevery,5-bottle,surface,there,audio/5-bottle-aevery-there.mp3,test,0.99
8,one_slider,images/1-leaning-aevery-surface.JPG,aevery,1-leaning,surface,one,audio/1-leaning-aevery-one.mp3,test,1
8,one_slider,images/054.JPG,everya,filler12,surface,one,audio/07.mp3,filler,0.37
8,one_slider,images/005.JPG,aevery,filler11,surface,thereone,audio/38.mp3,filler,0
8,one_slider,images/6-biting-aevery-surface.JPG,aevery,6-biting,surface,thereone,audio/6-biting-aevery-thereone.mp3,test,1
8,one_slider,images/7-attacking-aevery-inverse.JPG,aevery,7-attacking,inverse,one,audio/7-attacking-aevery-one.mp3,test,0.29
8,one_slider,images/016.JPG,everya,filler9,inverse,plain,audio/05.mp3,filler,0
8,one_slider,images/4-feeding-everya-inverse.JPG,everya,4-feeding,inverse,plain,audio/4-feeding-everya-plain.mp3,test,0.54
8,one_slider,images/8-petting-aevery-surface.JPG,aevery,8-petting,surface,thereone,audio/8-petting-aevery-thereone.mp3,test,0.45
